imgID,rAvg,gAvg,bAvg,avgBrightness,LA,LB,LC,Sharpness,Exposure,Saturation,Hue,ROT1,ROT2,ROT3,Size,AspectRatio,WTH1,WTH2,WTH3,WTS1,WTS2,WTS3,WTV1,WTV2,WTV3,DOFH,DOFS,DOFV,Simplicity1,Simplicity2,colourfullness,,Mean Rating
1045234,155.5147595,155.5147595,155.5147595,155.5147595,155.5147595,155.5147595,155.5147595,5106.623447,155.5147595,155.5147595,155.5147595,147.5577058,147.5577058,147.5577058,951,0.653913043,-43470,-39619,-12211,-43470,-39619,-12211,-43470,-39619,-12211,-0.324253612,-0.324253612,-0.324253612,0.22737608,0.016891892,37.59519775,,7.857135
1049550,118.4890017,106.5205917,93.96159869,106.3237307,108.1583164,108.6674211,109.1923177,6054.944612,93.96159869,106.5205917,118.4890017,92.85819769,80.42307978,70.96380516,1139,1.128971963,-25838,-13236,-40261.125,-35216,-4845,-28708,-15029.5,1982.25,-29696.125,3.364537017,1.297969042,1.122750466,0.335008375,2.5,15.14135614,,8.7999912
1053125,159.2311737,159.2311737,159.2311737,159.2311737,159.2311737,159.2311737,159.2311737,6302.196161,159.2311737,159.2311737,159.2311737,95.64349127,95.64349127,95.64349127,1087,0.649468892,-825.5,23940.25,-5087.625,-825.5,23940.25,-5087.625,-825.5,23940.25,-5087.625,0.780671266,0.780671266,0.780671266,0.463606861,0.005837712,37.12198624,,7.0857072
1055085,168.8600814,168.8600814,168.8600814,168.8600814,168.8600814,168.8600814,168.8600814,1137.167845,168.8600814,168.8600814,168.8600814,130.433775,130.433775,130.433775,1180,0.732745962,-20797,-25777.5,2440.5,-20797,-25777.5,2440.5,-20797,-25777.5,2440.5,-0.090856031,-0.090856031,-0.090856031,0.867302689,0.042372881,30.67456328,,6.7571361
1056337,142.3320933,142.3320933,142.3320933,142.3320933,142.3320933,142.3320933,142.3320933,879.175606,142.3320933,142.3320933,142.3320933,161.8371041,161.8371041,161.8371041,1096,0.653092006,8523.5,-12402.75,37111.625,8523.5,-12402.75,37111.625,8523.5,-12402.75,37111.625,0.221607315,0.221607315,0.221607315,1.727115717,0.030120482,31.38557287,,8.0714205
1058346,55.78666957,55.78666957,55.78666957,55.78666957,55.78666957,55.78666957,55.78666957,225.2564616,55.78666957,55.78666957,55.78666957,67.98491379,67.98491379,67.98491379,1016,0.751724138,-6936.5,-2945.25,38807.875,-6936.5,-2945.25,38807.875,-6936.5,-2945.25,38807.875,-0.172784983,-0.172784983,-0.172784983,27.77777778,10,6.363286032,,6.8857074
1058555,98.95144512,98.95144512,98.95144512,98.95144512,98.95144512,98.95144512,98.95144512,668.4320898,98.95144512,98.95144512,98.95144512,44.21208938,44.21208938,44.21208938,1401,1.497326203,-15455.5,-987.75,56076.625,-15455.5,-987.75,56076.625,-15455.5,-987.75,56076.625,-1.837000711,-1.837000711,-1.837000711,4.016064257,1.111111111,12.7305588,,8.4714201
1059407,66.03918726,87.65617856,212.4684524,122.0546061,92.07185239,95.42129739,98.82491195,802.6999617,212.4684524,87.65617856,66.03918726,65.39165337,72.24382103,137.0303802,1000,0.782531194,-0.5,-41113.25,-24280.125,1802,-41658,-25031,-3163,-45772.5,-27129.75,0.176325277,0.161865829,-0.047995666,62.5,0.104166667,26.01010653,,8.9857053
1059873,91.2044751,66.55833347,58.59257338,72.11846065,71.2229753,73.01943317,73.76589901,1118.280998,58.59257338,66.55833347,91.2044751,57.80418011,31.42170203,33.90130801,1011,0.687813022,-163.5,1173.25,630.625,-3593.5,-2235.75,-2606.5,-2915,-2452.5,-1713,-0.753343239,0.304183624,-1.313562168,0.972762646,0.036101083,9.800265793,,7.14285
1060788,64.13099327,68.33010852,22.56884767,51.67664982,64.13341358,61.85778932,65.54065924,247.9505517,22.56884767,68.33010852,64.13099327,84.51088323,92.71698113,27.83739916,1407,1.516994633,707,2403.5,792.75,2908,3178,1186,-2748.5,-2142.25,-5408.125,-5.568594241,18.70180866,-5.036681659,1.111111111,0.030674847,2.792465639,,7.6142781
1060888,157.0251516,137.2277416,122.024889,138.7592607,140.339025,141.414042,141.8126062,4511.745999,122.024889,137.2277416,157.0251516,117.7396188,96.69598377,79.95021699,1272,1.092105263,-11531,4117.5,-14784.75,-9597,4988.5,-12476.75,-13362,1328,-16693.5,0.054737662,0.223384432,8.357583231,0.417014178,0.011363636,18.98793262,,8.5285629
1063443,164.5189099,155.9508131,193.2103342,171.2266857,160.4625279,162.7602594,160.9839977,333.4007897,193.2103342,155.9508131,164.5189099,149.6914667,140.6607659,188.4174956,919,0.509031199,-2398.5,16118,253,-2481,16219.75,-417.625,-3507.5,11961.5,-413.75,-0.487712579,-1.172044754,-0.558789529,3.571428571,0.3125,51.79516968,,7.8857064
1063819,62.90961544,158.7827773,44.6210723,88.77115503,130.157668,117.1022676,137.5194658,77.6231966,44.6210723,158.7827773,62.90961544,76.96024392,125.2308772,59.17348083,1767,0.666981132,-6160,-3483,-11762.25,1999,1666.5,-1117.5,-5132,-3344,-8916,0.434473733,-1.901269728,0.017750073,1.661129568,0.086206897,4.553861191,,7.5142782
1065556,136.0858619,136.0858619,136.6062023,136.2593087,136.1234305,136.1451807,136.121407,259.2816256,136.6062023,136.0858619,136.0858619,144.5645928,144.5645928,144.5645928,1173,1.144424132,17995.5,26252.75,47458,17995.5,26252.75,47458,17995.5,26252.75,47458,0.523991566,0.523991566,0.522792083,5.649717514,0.625,20.46456341,,8.4571344
1071464,111.5866441,111.5866441,111.5866441,111.5866441,111.5866441,111.5866441,111.5866441,1247.154212,111.5866441,111.5866441,111.5866441,117.8803231,117.8803231,117.8803231,778,0.713656388,-7472.5,-5368.25,23999.375,-7472.5,-5368.25,23999.375,-7472.5,-5368.25,23999.375,1.691108509,1.691108509,1.691108509,1.901140684,10,35.61476432,,8.0571348
1082228,171.4519128,187.198377,200.8526199,186.5009699,184.8365151,184.0467679,184.6843141,1550.005048,200.8526199,187.198377,171.4519128,129.0505796,154.9539642,178.0108475,1023,0.707846411,72136.5,-34961.75,7902.625,69956.5,-38705.75,8994.625,67443.5,-41521.25,12075.375,1.067299363,1.21567721,1.869260952,1.164144354,1.428571429,44.77661071,,6.999993
1082318,108.3461422,91.12758881,82.408057,93.96059601,94.15870307,95.28190966,95.65431741,5740.238479,82.408057,91.12758881,108.3461422,114.2088417,98.55112286,80.199432,1113,1.294845361,17714,81236,9940.125,12627.5,61490.75,4196.75,11920,52285,7695.375,-2.840389294,-1.285181466,-4.192175147,0.617665225,10,15.5257602,,8.8285626
1083232,176.0312963,168.3599846,155.9352083,166.7754964,169.0938366,169.2372823,169.4793347,2218.246766,155.9352083,168.3599846,176.0312963,176.1675,168.53875,157.576875,720,1,1324,1673,1599,1067,1968.5,2185.25,808.5,1814.25,1850.125,-0.085837394,-0.066303463,-0.052186925,5.376344086,0.131578947,69.72055177,,7.8285636
1085462,37.93923533,32.5345038,36.229245,35.56766138,33.95031004,34.57171902,34.42608892,764.5461099,36.229245,32.5345038,37.93923533,50.14708075,39.32889441,40.76198758,870,0.657142857,7054.5,7088.75,12595.875,6621,5714.5,11868.25,5345.5,4235.75,10433.875,0.307592712,0.240003206,0.218453549,2.398081535,0.017889088,4.661577823,,7.5142782
1087294,198.3229994,196.623328,195.1207787,196.6890354,196.8761941,196.9602391,197.1255371,1976.945058,195.1207787,196.623328,198.3229994,229.3763111,229.6173393,226.2397321,1006,0.679465776,-67950,-10045,32760,-68575,-14195.5,37343.75,-67495,-11265.5,34424.75,1.851740827,1.569726047,1.570484616,4.464285714,0.057471264,53.70217061,,7.999992
1087298,171.6681494,201.1450474,222.1519479,198.3217149,196.3949571,194.7262416,196.8099613,509.1137566,222.1519479,201.1450474,171.6681494,186.030295,212.6611286,223.8165468,806,0.350083752,-15723.5,-19381.25,-19270.125,-4048,-8949.5,-7154.75,5602,2453,5240,0.436611837,0.667712126,-0.868609865,6.289308176,1.25,98.15644898,,7.9714206
108827,115.7965669,124.7135187,143.3434201,127.9511686,124.1628536,124.1711589,124.5041405,2334.665712,143.3434201,124.7135187,115.7965669,164.44942,164.8915893,172.7123296,1071,0.6734375,-91604,-59030,-28956.5,-91060.5,-56902.25,-29024.125,-93434,-59992,-35385.5,-0.75446826,-0.655000227,-0.49152235,1.831501832,1.111111111,21.5299782,,8.3857059
108828,64.82311435,45.96993253,20.37935014,43.72413234,48.13047893,48.6897075,50.65905617,7062.731811,20.37935014,45.96993253,64.82311435,70.54782315,46.10320313,18.98194602,1080,0.6875,-3974.5,11846.75,-3677.625,-496.5,18017.75,-3730.125,6959.5,13452.75,-9531.125,-0.414772655,-0.374132358,-0.254435853,0.507099391,2.5,5.724259206,,7.7999922
1094630,128.3844137,128.3844137,128.3844137,128.3844137,128.3844137,128.3844137,128.3844137,394.8338081,128.3844137,128.3844137,128.3844137,206.0432281,206.0432281,206.0432281,1095,0.669207317,-14208.5,-25259.25,-12404.125,-14208.5,-25259.25,-12404.125,-14208.5,-25259.25,-12404.125,-0.597467791,-0.597467791,-0.597467791,2.617801047,2.5,22.99202805,,6.8428503
1095391,112.3771045,88.187045,99.61672012,100.0602899,94.15507419,96.72285575,96.42313711,3074.009609,99.61672012,88.187045,112.3771045,163.377903,101.5113925,115.544898,785,0.72907489,-36684.5,-37883.25,-4736.625,-38588,-40984,-4303.5,-40966.5,-40042.25,-2460.125,0.101061402,0.071454872,-0.017115671,2.127659574,10,33.4606141,,8.142849
1096209,108.1644939,108.1644939,108.1644939,108.1644939,108.1644939,108.1644939,108.1644939,970.0453379,108.1644939,108.1644939,108.1644939,79.44770512,79.44770512,79.44770512,1199,1.228624535,-17088.5,-36782.75,3448.625,-17088.5,-36782.75,3448.625,-17088.5,-36782.75,3448.625,0.095125507,0.095125507,0.095125507,0.509683996,0.074626866,11.64971713,,7.0714215
1096845,166.0275595,117.1141546,102.226524,128.4560794,126.4382575,130.0420728,129.8893202,1068.148375,102.226524,117.1141546,166.0275595,226.4980491,165.4619048,135.7054303,918,0.666061706,-2645.5,7282.25,3573.625,-6255.5,2479.25,2215.625,-5897,3115.5,361.75,2.318403799,3.797937054,-5.341208092,1.700680272,0.026525199,28.67893716,,9.0428481
1097320,200.487986,192.1593441,200.4260341,197.6911214,194.5268683,195.5920107,194.8795633,1463.930304,200.4260341,192.1593441,200.487986,200.410355,188.9654386,199.152619,846,0.481611208,-5543.5,16882.25,-13417.375,-5523,16688.5,-12045.75,-6257.5,15123.25,-14772.875,-0.15215703,-0.164171478,-0.046299939,7.936507937,0.026525199,79.30391258,,7.14285
1098863,139.461563,152.2955846,147.1557587,146.3043021,149.1959762,147.872272,150.4521369,2101.717824,147.1557587,152.2955846,139.461563,135.1687313,128.4965672,99.22063433,1002,0.67,9065.5,11522.5,9110.5,9254.5,13370.5,8048,4551.5,5494.25,7367.125,0.589424512,0.619127659,-0.101908846,0.40096231,0.042194093,31.72766567,,7.0285644
1099055,75.45415604,104.7266139,160.4380874,113.5396191,102.5256578,102.325257,103.7851536,204.7539029,160.4380874,104.7266139,75.45415604,96.41848473,130.5207613,198.6815641,816,0.475587703,10901,8509,10411,15367.5,13803.75,16579.375,23708,23353,24474,0.472297529,0.373206306,0.254405731,4.484304933,0.07518797,35.44461387,,7.5285639
1102929,68.73546723,91.16005241,45.41672382,68.43741449,83.08991728,79.24036198,87.56653513,212.9401991,45.41672382,91.16005241,68.73546723,107.0357702,104.7070261,58.7985782,885,0.911447084,3379.5,5082.25,4522.125,4935,5588.75,5368.875,5494.5,6915.75,5467.375,0.872188183,0.264312661,0.112640264,8.928571429,0.3125,10.93745832,,7.3857069
1105808,186.795771,134.6850518,108.0436971,143.17484,143.8402849,147.2290424,152.1934558,804.1825615,108.0436971,134.6850518,186.795771,182.2802273,93.84763864,45.64560063,1242,0.642857143,-9951.5,-28348.75,-3280.375,-9053.5,-28043.75,-7278.875,-10365.5,-23984.75,-13069.875,-0.123093292,-0.086164973,0.025398717,1.447178003,0.064516129,23.89615868,,6.571422
1107162,41.92674978,34.72885295,26.88679625,34.51413299,35.69292932,35.98702963,36.64556382,1174.02963,26.88679625,34.72885295,41.92674978,153.2303211,132.4273957,103.4825966,997,0.664440735,-3615,-7790.25,-1349.125,-4920,-9693.25,-3533.625,-4981.5,-7290.25,-3178.625,-8.915752485,-3.871216362,-11.39035017,3.496503497,0.020080321,6.066627357,,7.0428501
1107462,154.0772178,159.178842,177.7144011,163.6568203,159.4325041,159.7665101,159.464435,473.1772982,177.7144011,159.178842,154.0772178,145.9853657,143.2780749,152.889491,1009,0.798573975,13923,-61538,-13755,13176.5,-62335.25,-14140.625,10374,-62808.5,-17966.25,1.322637895,1.352537051,1.851303694,6.756756757,10,36.07347548,,9.1714194
1109712,121.3988374,128.2032325,136.1575045,128.5865248,127.3309166,127.0755054,127.5576579,1268.084547,136.1575045,128.2032325,121.3988374,188.9430847,202.3956653,218.543629,1358,1.433691756,-11082.5,-89788.25,46702.875,-13755.5,-91987.75,43851.125,-18155,-95708.5,38469.75,1.058065164,1.239856334,1.466332763,1.049317943,10,17.14168838,,7.5571353
1110195,154.1583744,68.24951173,36.35328031,86.25372216,84.21082803,90.3000913,100.3350372,415.3533798,36.35328031,68.24951173,154.1583744,155.0987617,61.1359106,42.0397463,796,0.608080808,-7887.5,-6856.75,-2590.875,-9912.5,-12148.25,-1268.125,-7193.5,-9715.75,2221.125,0.265966336,0.10797847,-0.750584932,4.098360656,0.303030303,26.12123849,,6.999993
1111551,45.12203443,3.101645418,4.5349842,17.58622135,12.13866718,15.82914235,22.96230139,33.93279176,4.5349842,3.101645418,45.12203443,114.6320399,5.777574371,9.158022229,1948,0.693913043,122.5,-2541.75,6256.625,42,414.25,741.625,178.5,950.25,182.625,-4.208498436,2.743531202,-1.754215717,5.952380952,0.166666667,0.907114477,,7.0285644
1112155,124.4786217,137.2032792,86.82527086,116.1690573,130.8607248,127.6555137,131.6208992,8188.067409,86.82527086,137.2032792,124.4786217,106.3685736,106.1629535,74.94737838,926,0.791102515,6748.5,22035.75,-51909.625,5373,26272,-60452,6301.5,-13435.75,-32847.375,0.048786152,0.027589657,0.077329096,0.312989045,0.588235294,24.49309158,,9.1285623
