imgID,rAvg,gAvg,bAvg,exposure of light and Colorfullness,saturisation,hue,          rule of Thirds,of,thirds,size,aspect ratio,,Ratings Received,Mean of Ratings,Standard Deviation,1,2,3,4,5,6,7
1083232,176.0312963,168.3599846,155.9352083,155.9352083,168.3599846,176.0312963,176.1675,168.53875,157.576875,720,1,,21,5.48,0.535147392,0,0,0,2,8,10,1
1085462,37.93923533,32.5345038,36.229245,36.229245,32.5345038,37.93923533,50.14708075,39.32889441,40.76198758,870,0.657142857,,19,5.26,0.720221607,0,0,1,2,7,9,0
1087294,198.3229994,196.623328,195.1207787,195.1207787,196.623328,198.3229994,229.3763111,229.6173393,226.2397321,1006,0.679465776,,10,5.6,0.64,0,0,0,1,3,5,1
1087298,171.6681494,201.1450474,222.1519479,222.1519479,201.1450474,171.6681494,186.030295,212.6611286,223.8165468,806,0.350083752,,12,5.58,0.409722222,0,0,0,0,6,5,1
108827,115.7965669,124.7135187,143.3434201,143.3434201,124.7135187,115.7965669,164.44942,164.8915893,172.7123296,1071,0.6734375,,61,5.87,0.487252862,0,0,0,4,7,43,8
108828,64.82311435,45.96993253,20.37935014,20.37935014,45.96993253,64.82311435,70.54782315,46.10320313,18.98194602,1080,0.6875,,46,5.46,0.884297521,0,0,0,9,7,23,5
1094630,128.3844137,128.3844137,128.3844137,128.3844137,128.3844137,128.3844137,206.0432281,206.0432281,206.0432281,1095,0.669207317,,14,4.79,0.882653061,0,0,1,5,4,4,0
1095391,112.3771045,88.187045,99.61672012,99.61672012,88.187045,112.3771045,163.377903,101.5113925,115.544898,785,0.72907489,,10,5.7,0.41,0,0,0,0,4,5,1
1096209,108.1644939,108.1644939,108.1644939,108.1644939,108.1644939,108.1644939,79.44770512,79.44770512,79.44770512,1199,1.228624535,,21,4.95,0.712018141,0,0,2,2,12,5,0
1096845,166.0275595,117.1141546,102.226524,102.226524,117.1141546,166.0275595,226.4980491,165.4619048,135.7054303,918,0.666061706,,66,6.33,0.37654321,0,0,0,0,5,34,33
1097320,200.487986,192.1593441,200.4260341,200.4260341,192.1593441,200.487986,200.410355,188.9654386,199.152619,846,0.481611208,,12,5,1.166666667,0,0,1,3,4,3,1
1098863,139.461563,152.2955846,147.1557587,147.1557587,152.2955846,139.461563,135.1687313,128.4965672,99.22063433,1002,0.67,,12,4.92,0.409722222,0,0,0,3,7,2,0
1099055,75.45415604,104.7266139,160.4380874,160.4380874,104.7266139,75.45415604,96.41848473,130.5207613,198.6815641,816,0.475587703,,11,5.27,0.380165289,0,0,0,1,6,4,0
1102929,68.73546723,91.16005241,45.41672382,45.41672382,91.16005241,68.73546723,107.0357702,104.7070261,58.7985782,885,0.911447084,,23,5.17,0.665406427,0,0,1,2,13,6,1
1105808,186.795771,134.6850518,108.0436971,108.0436971,134.6850518,186.795771,182.2802273,93.84763864,45.64560063,1242,0.642857143,,10,4.6,0.5,0,0,0,2,4,2,0
1107162,41.92674978,34.72885295,26.88679625,26.88679625,34.72885295,41.92674978,153.2303211,132.4273957,103.4825966,997,0.664440735,,14,4.93,0.923469388,0,0,2,1,7,4,0
1107462,154.0772178,159.178842,177.7144011,177.7144011,159.178842,154.0772178,145.9853657,143.2780749,152.889491,1009,0.798573975,,91,6.42,0.349437734,0,0,0,0,5,44,49
1109712,121.3988374,128.2032325,136.1575045,136.1575045,128.2032325,121.3988374,188.9430847,202.3956653,218.543629,1358,1.433691756,,14,5.29,0.346938776,0,0,0,1,8,5,0
1110195,154.1583744,68.24951173,36.35328031,36.35328031,68.24951173,154.1583744,155.0987617,61.1359106,42.0397463,796,0.608080808,,10,4.9,0.49,0,0,0,3,5,2,0
1111551,45.12203443,3.101645418,4.5349842,4.5349842,3.101645418,45.12203443,114.6320399,5.777574371,9.158022229,1948,0.693913043,,13,4.92,0.666666667,0,0,0,3,7,1,1
1112155,124.4786217,137.2032792,86.82527086,86.82527086,137.2032792,124.4786217,106.3685736,106.1629535,74.94737838,926,0.791102515,,18,6.39,0.346020761,0,0,0,0,1,9,7
1113280,155.0654674,128.3100573,97.81723012,97.81723012,128.3100573,155.0654674,123.8509052,95.91718349,60.37480423,1085,0.733226837,,28,5.46,0.891581633,0,0,1,4,6,15,2
1115857,44.77297459,44.7568705,44.73614231,44.73614231,44.7568705,44.77297459,90.71424716,90.71227791,90.68700586,756,0.665198238,,14,5.64,0.801020408,0,0,0,1,6,4,3
1116848,123.9708473,70.4522021,60.19210262,60.19210262,70.4522021,123.9708473,230.0063883,138.9731891,102.5455734,1053,0.253571429,,26,5.42,0.397928994,0,0,0,2,11,13,0
1120823,137.9711543,148.2426728,130.5483345,130.5483345,148.2426728,137.9711543,131.3824108,143.5243168,128.7129169,1120,1.204724409,,10,5.1,0.49,0,0,0,2,5,3,0
1121138,117.0629946,84.42471454,68.38778499,68.38778499,84.42471454,117.0629946,173.1884944,155.3965517,102.0603619,1041,0.717821782,,11,5.18,0.512396694,0,0,0,2,5,4,0
1121193,128.9978565,148.2187642,166.6922546,166.6922546,148.2187642,128.9978565,114.5535981,115.1097236,111.9926749,1113,0.842715232,,23,5.39,0.846880907,0,0,1,2,9,9,2
1121340,119.2424483,99.01996406,102.0402426,102.0402426,99.01996406,119.2424483,128.9938949,88.88773585,86.15530997,971,0.618333333,,30,4.93,0.595555556,0,0,0,10,12,8,0
1122068,96.3292103,96.3292103,96.3292103,96.3292103,96.3292103,96.3292103,73.69603448,73.69603448,73.69603448,1383,1.305,,10,5.1,0.69,0,0,0,3,3,4,0
1122082,118.0622916,99.68509958,113.7219215,113.7219215,99.68509958,118.0622916,144.9456888,131.4480801,144.9591056,954,0.592654424,,12,5.33,0.888888889,0,0,0,3,3,5,1
1126333,121.8960608,108.0901613,115.2289743,115.2289743,108.0901613,121.8960608,125.0742663,113.4554184,116.8605241,1047,0.596036585,,10,3.9,0.69,0,0,3,6,0,1,0
1129385,77.31454828,77.94303377,66.03428094,66.03428094,77.94303377,77.31454828,80.68274973,92.63935553,87.23677766,924,1.315789474,,13,5.23,0.792899408,0,0,1,1,5,6,0
1131540,156.003664,131.8478961,128.3357709,128.3357709,131.8478961,156.003664,130.7679017,102.5211973,98.97316693,1361,1.12324493,,10,5.5,0.25,0,0,0,0,5,5,0
1134982,114.1411986,90.9782999,81.77494599,81.77494599,90.9782999,114.1411986,55.42046296,41.28043981,35.42881944,1260,1.333333333,,20,5.25,0.2875,0,0,0,1,13,6,0
1136335,79.20562468,86.31130642,96.31696084,96.31696084,86.31130642,79.20562468,84.87695313,91.52466725,112.8930122,1008,0.75,,23,5.7,0.298676749,0,0,0,0,8,14,1
1139562,82.91150986,70.4772525,56.91898113,56.91898113,70.4772525,82.91150986,58.99147487,46.49631244,34.19880211,1488,1.513513514,,19,5,0.947368421,0,0,2,3,7,7,0
1140641,143.977766,157.8300078,180.5211776,180.5211776,157.8300078,143.977766,112.1208451,116.9280634,126.9240493,1026,0.71,,37,6.41,0.472098765,0,0,0,0,5,12,28
1140643,110.703349,117.4997677,126.9896987,126.9896987,117.4997677,110.703349,96.97779661,100.3537006,101.349887,1131,0.885,,33,6.3,0.484375,0,0,0,0,5,15,20
1142346,173.4768904,163.234375,167.642001,167.642001,163.234375,173.4768904,155.0632176,131.736412,132.4218056,1260,1.333333333,,11,4.55,1.16,0,0,2,1,4,3,0
1143134,111.1262499,101.0217464,107.1296588,107.1296588,101.0217464,111.1262499,146.925648,126.9792836,128.3771205,1077,0.777227723,,12,5.42,0.743055556,0,0,1,0,4,7,0
1144111,96.56957577,77.25371656,77.98886076,77.98886076,77.25371656,96.56957577,88.75011505,53.31115597,44.4359154,1085,0.724960254,,11,5.27,0.743801653,0,0,0,2,5,3,1
1146799,59.32245015,78.13229028,119.4838117,119.4838117,78.13229028,59.32245015,102.1900772,132.7412862,201.8916472,1061,1.233684211,,38,6.03,0.288781163,0,0,0,0,5,27,6
1146816,120.3042766,91.03384344,56.37306581,56.37306581,91.03384344,120.3042766,94.00399507,74.75370377,40.25055765,1054,0.719412724,,21,5.62,0.33106576,0,0,0,0,9,11,1
1149856,136.4512482,108.1178338,59.13404209,59.13404209,108.1178338,136.4512482,184.5219775,128.2220138,78.43882075,1074,1.533018868,,22,5.23,0.811983471,0,0,1,3,9,8,1
1149884,123.5097733,117.3473887,114.2518304,114.2518304,117.3473887,123.5097733,136.8930982,107.0424937,86.4602267,697,0.755667506,,24,5.62,0.504801097,0,0,0,2,6,17,2
1151228,65.85970212,50.75234599,38.76035242,38.76035242,50.75234599,65.85970212,114.0762744,102.2963499,89.7809314,769,0.693832599,,28,5.79,0.651404787,0,0,1,0,7,18,5
1151596,199.2835781,118.5237899,68.78210097,68.78210097,118.5237899,199.2835781,202.9439751,125.3169708,69.68101031,1344,1.412926391,,15,5.33,1.49609375,0,0,1,4,1,7,3
1151625,41.38877767,21.53627601,38.6253338,38.6253338,21.53627601,41.38877767,93.71432257,44.85654908,68.19055578,1062,0.732463295,,18,5.94,0.163580247,0,0,0,0,2,15,1
1151753,90.62535484,90.62535484,90.62535484,90.62535484,90.62535484,90.62535484,103.6595161,103.6595161,103.6595161,1065,0.775,,10,4.7,0.21,0,0,0,3,7,0,0
1152020,57.75173302,83.2913625,123.6299479,123.6299479,83.2913625,57.75173302,128.2832633,169.4515852,233.7142539,1075,0.74512987,,12,6,0.166666667,0,0,0,0,1,10,1
1152799,45.05636751,57.71538165,89.95648995,89.95648995,57.71538165,45.05636751,111.698509,138.2195495,203.1337873,1092,1.003669725,,31,5.71,0.528616025,0,0,0,2,8,18,3
1153149,118.6475489,112.3323894,123.3116821,123.3116821,112.3323894,118.6475489,79.83819444,69.41111111,79.11039352,1260,1.333333333,,11,5.45,0.429752066,0,0,0,1,4,6,0
1158151,103.0998968,94.34559141,78.47227508,78.47227508,94.34559141,103.0998968,141.4353389,129.2084683,107.4037473,1102,1.364806867,,12,5.58,0.576388889,0,0,0,1,4,6,1
1158798,162.9215854,162.9215854,162.9215854,162.9215854,162.9215854,162.9215854,172.7967499,172.7967499,172.7967499,1077,1.464530892,,13,5.54,0.556213018,0,0,0,1,6,5,1
1162548,61.65805942,61.41269139,61.43223065,61.43223065,61.41269139,61.65805942,105.2605563,105.2103666,105.1362832,1082,0.717460317,,16,5.38,0.859375,0,0,0,3,6,5,2
1164698,73.12186317,39.65247498,39.16756977,39.16756977,39.65247498,73.12186317,167.4987896,80.8244993,79.68662651,767,1.450479233,,21,5.67,0.762396694,0,0,0,3,4,12,3
1165089,116.7860868,116.7860868,116.7860868,116.7860868,116.7860868,116.7860868,88.50829433,88.50829433,88.50829433,1164,1.50862069,,28,5.64,0.387755102,0,0,0,1,11,15,1
1165092,72.56825397,72.56825397,72.56825397,72.56825397,72.56825397,72.56825397,40.75051213,40.75051213,40.75051213,1177,1.467505241,,10,5.4,0.84,0,0,1,0,3,6,0
1165093,105.021441,105.021441,105.021441,105.021441,105.021441,105.021441,73.17796584,73.17796584,73.17796584,1160,1.52173913,,15,5.73,0.52734375,0,0,0,0,6,7,3
1165096,146.7169042,146.7169042,146.7169042,146.7169042,146.7169042,146.7169042,160.5635699,160.5635699,160.5635699,1161,1.518438178,,32,5.62,0.421875,0,0,0,1,12,17,2
1165253,186.2333006,186.1865291,100.7693566,100.7693566,186.1865291,186.2333006,132.1262877,135.1480408,20.60246505,950,0.466049383,,12,5.42,0.409722222,0,0,0,1,5,6,0
1167549,98.4767735,98.4767735,98.4767735,98.4767735,98.4767735,98.4767735,102.1538462,102.1538462,102.1538462,990,0.65,,22,4.82,0.876033058,0,0,2,6,8,6,0
1169723,125.2575879,125.2575879,125.2575879,125.2575879,125.2575879,125.2575879,80.43555578,80.43555578,80.43555578,1206,1.49689441,,20,4.55,0.7475,0,0,2,8,7,3,0
1170289,35.57940882,35.57940882,35.57940882,35.57940882,35.57940882,35.57940882,137.7516685,137.7516685,137.7516685,1024,0.70951586,,10,5.1,0.49,0,0,0,2,5,3,0
1173061,68.40060598,79.07131389,58.29952845,58.29952845,79.07131389,68.40060598,86.96685251,80.35552016,73.68737437,984,0.754010695,,25,6.08,0.6336,0,0,0,1,4,12,8
1174176,109.7150867,105.4487863,98.14926815,98.14926815,105.4487863,109.7150867,72.78285484,60.47805847,59.46327218,1420,1.290322581,,43,6.19,0.847980008,0,0,0,3,7,13,26
1174259,90.28782453,68.93993649,66.61039013,66.61039013,68.93993649,90.28782453,104.2074698,83.14483821,71.72798889,1075,1.523474178,,16,5.81,0.27734375,0,0,0,0,4,11,1
1175144,49.31358607,49.13540267,48.67644329,48.67644329,49.13540267,49.31358607,64.04984519,62.84909634,59.77415755,1419,0.84765625,,16,5.38,0.373333333,0,0,0,0,7,7,1
1175172,101.995303,82.55955561,68.91219651,68.91219651,82.55955561,101.995303,125.7562227,100.4950949,74.56422926,1381,0.800521512,,13,4.92,0.532544379,0,0,1,1,9,2,0
1175177,52.02106222,40.22335212,31.30088674,31.30088674,40.22335212,52.02106222,98.53935338,78.28695497,66.49882362,1381,1.249185668,,15,4.93,0.728888889,0,0,1,3,7,4,0
1175329,100.8270862,100.8270862,100.8270862,100.8270862,100.8270862,100.8270862,82.75272255,82.75272255,82.75272255,914,1.874213836,,21,4.86,0.503401361,0,0,0,7,10,4,0
1175452,139.2878313,113.5056459,106.1355355,106.1355355,113.5056459,139.2878313,173.4167094,111.5001805,93.51612189,1172,1.498933902,,11,5,0.727272727,0,0,1,1,6,3,0
1175480,100.4215212,89.10576688,74.41032115,74.41032115,89.10576688,100.4215212,117.5135545,95.09092378,69.33594842,976,1.489795918,,24,5.21,0.664930556,0,0,1,3,10,10,0
1176977,104.02235,110.9243749,58.98500785,58.98500785,110.9243749,104.02235,138.284582,148.7725372,71.34491538,1036,1.414918415,,57,5.6,0.416128039,0,0,0,3,19,33,2
1180786,116.3676744,97.92671959,72.27419052,72.27419052,97.92671959,116.3676744,95.53443649,75.03536673,49.65747987,1359,1.431127013,,43,6.23,0.5616,0,0,0,0,9,18,23
1181292,59.94490798,110.1813667,165.1948781,165.1948781,110.1813667,59.94490798,107.679967,162.6771582,202.9691863,674,0.664197531,,10,5.4,0.44,0,0,0,1,4,5,0
1182078,100.9459332,100.9459332,100.9459332,100.9459332,100.9459332,100.9459332,122.5125284,122.5125284,122.5125284,1042,0.739565943,,39,5.67,0.581196581,0,0,0,4,8,24,3
1182257,123.7911368,115.5588694,155.7433564,155.7433564,115.5588694,123.7911368,152.0634291,127.35618,156.8279333,1059,0.77090301,,22,5.32,0.580578512,0,0,0,3,10,8,1
1183984,175.5519596,161.9229369,135.290282,135.290282,161.9229369,175.5519596,223.7629412,219.816255,201.8960626,684,0.617021277,,18,5.89,0.209876543,0,0,0,0,3,14,1
1184079,120.2914057,121.67074,103.4354475,103.4354475,121.67074,120.2914057,114.115613,114.4148913,93.19794574,1090,0.869639794,,47,5.87,0.249565972,0,0,0,0,10,35,3
1185009,52.6346036,43.68070584,42.03337824,42.03337824,43.68070584,52.6346036,60.93486164,51.90005774,50.0449938,1072,1.36123348,,20,5.1,0.3475,0,0,0,3,13,4,0
1185216,63.8270896,88.19084995,34.5623715,34.5623715,88.19084995,63.8270896,67.56360709,84.02166317,33.170024,1098,0.768115942,,29,5.79,0.472222222,0,0,0,0,10,15,5
1186186,104.0970965,83.23995001,64.97581879,64.97581879,83.23995001,104.0970965,137.3621934,95.69500197,46.45047881,1056,0.777777778,,12,4.75,1.020833333,0,0,2,2,5,3,0
1186340,87.90993385,51.77269784,45.65258555,45.65258555,51.77269784,87.90993385,79.50414245,81.62050031,64.71454032,1223,0.950558214,,42,6.17,0.290968091,0,0,0,0,3,29,11
1187747,146.1782488,146.1782488,146.1782488,146.1782488,146.1782488,146.1782488,104.7273333,104.7273333,104.7273333,1114,0.660208644,,10,5.1,0.29,0,0,0,1,7,2,0
1188795,79.17125973,79.35728233,99.56736117,99.56736117,79.35728233,79.17125973,58.66102334,54.63394204,46.85589554,1049,0.768971332,,11,5.09,1.173553719,0,0,2,0,4,5,0
1189739,85.09168944,88.65849841,96.67583106,96.67583106,88.65849841,85.09168944,65.46147541,59.48191598,68.35604508,848,1.355555556,,12,5,1,0,0,1,3,3,5,0
1190096,25.70615226,94.14465844,101.5934033,101.5934033,94.14465844,25.70615226,16.83688889,62.31077778,91.13233333,1005,0.675,,11,4.55,0.975206612,0,0,2,3,4,2,0
1193484,139.8663381,145.406212,134.8265444,134.8265444,145.406212,139.8663381,154.8821089,159.3942808,142.3265158,849,0.698,,11,4.82,0.694214876,0,0,0,5,3,3,0
1194598,161.2475858,156.0042552,131.9889331,131.9889331,156.0042552,161.2475858,110.5006667,101.0244057,70.48896712,981,0.745551601,,14,5.29,0.346938776,0,0,0,1,8,5,0
1198129,77.33417451,52.50744845,55.33062652,55.33062652,52.50744845,77.33417451,121.5526138,78.79153274,77.69095754,928,0.805447471,,21,4.86,0.503401361,0,0,0,7,10,4,0
1200061,109.705653,84.08118778,80.83298721,80.83298721,84.08118778,109.705653,105.4624749,79.48770887,76.29608196,1186,0.762258544,,31,5.61,0.430801249,0,0,0,1,12,16,2
1203647,115.5197648,84.66526018,38.83556501,38.83556501,84.66526018,115.5197648,150.7845248,132.8482304,85.62955725,1316,1.245733788,,13,5.23,0.639053254,0,0,0,2,7,3,1
1204130,110.348334,121.8128113,118.0066778,118.0066778,121.8128113,110.348334,78.85977542,78.86644407,72.2536968,964,0.609348915,,10,5,0.8,0,0,0,4,2,4,0
1206288,142.1504315,112.7467378,95.27907585,95.27907585,112.7467378,142.1504315,113.8681273,68.11097835,38.35232345,967,0.6306914,,26,5.19,0.539940828,0,0,0,5,11,10,0
1208422,97.94219401,80.55628255,57.75294596,57.75294596,80.55628255,97.94219401,97.54154297,87.5727832,57.70037109,1120,0.75,,14,5.07,0.494897959,0,0,0,3,7,4,0
