imgID,r,g,b,avgBrightness,LA,LB,LC,anti-blurr,exposure&colourfullness,saturation,hue,ROT1,ROT2,ROT3,size,aspectRatio,WTH1,WTH2,WTH3,WTS1,WTS2,WTS3,WTV1,WTV2,WTV3,hue,saturation ,value,PART,Ratings Received,Mean of Ratings,Standard Deviation,1,2,3,4,5,6,7
1024892,158.8849766,102.2637155,36.02618895,99.05829367,109.5190462,111.6423945,116.3923825,68.60674292,36.02618895,102.2637155,158.8849766,153.02803,99.10174434,40.79217873,1262,0.987401575,21976.5,18929.25,16448.125,17793.5,14430.75,15160.125,11172,5575,11745.625,0.228632973,0.289621601,0.778273701,,18,4.5,0.805555556,0,0,2,8,5,3,0
1025315,177.1400959,151.3078306,128.0529704,152.1669656,155.1207693,156.3806239,158.8540926,2988.852907,128.0529704,151.3078306,177.1400959,169.5242711,103.1694818,46.66217618,933,0.773764259,53362,29957,27637.5,55211.5,32425.75,27768.875,55955,31643.5,28177.25,0.311528194,0.666368558,4.983382107,,12,5.92,0.224852071,0,0,0,0,2,10,1
1025600,148.0638482,120.0089527,109.6503695,125.9077235,125.2255338,127.216488,127.5071627,280.8046256,109.6503695,120.0089527,148.0638482,154.825707,114.7194969,97.23574677,764,0.682819383,4185,17448.5,12839.25,5458,23794,16994,6979.5,22703.75,17800.875,0.389041686,0.330585576,0.259529188,,18,5,0.941176471,0,0,1,5,4,7,0
1026407,101.9267423,85.48799597,74.46176306,87.2921671,88.18677942,89.14619056,89.31575823,202.1838152,74.46176306,85.48799597,101.9267423,65.60993918,49.33238028,38.97415277,1144,1.50877193,5513.5,-6159.25,1666.375,5165,-6552.5,1166.75,3938,-7801,146,-0.73827083,-0.725851399,-0.757456934,,25,5.36,0.7904,0,0,1,3,8,12,1
1026868,54.59684856,70.03558123,48.67930172,57.77057717,65.21138328,62.9847843,65.9795958,4714.676457,48.67930172,70.03558123,54.59684856,97.28029707,114.8424036,61.70560262,1142,1.099264706,-7971,-73514,16666.5,-9053.5,-78463.75,21505.625,-1244.5,-64755,8863,0.692880407,0.837381645,0.650523154,,97,5.9,0.458975427,0,0,1,1,19,63,14
1027296,158.6587743,127.1205954,111.9503871,132.5765856,132.7303232,134.8211071,134.663348,1088.92892,111.9503871,127.1205954,158.6587743,223.414237,179.9984744,149.297606,873,0.666030534,-2587,36259.5,16690.25,-5111,35150.5,10133.25,-8271.5,29609.25,4751.625,0.48232789,0.439038721,0.487592112,,59,6.22,0.351318359,0,0,0,0,5,37,22
1029026,115.2771407,122.5028704,107.3299111,115.0366407,119.8711926,118.6126599,120.4296111,599.676568,107.3299111,122.5028704,115.2771407,85.6916,87.95946667,64.135,1050,0.75,-176,-2561.5,-1492.25,6018.5,4556.5,7757,14632,13880.25,16163.375,-4.164239421,1.29147247,0.831803393,,11,4.18,1.239669421,0,0,4,3,2,2,0
1029239,112.5251903,109.719644,79.1378198,100.4608847,108.1080954,107.0721744,109.6531038,4585.063908,79.1378198,109.719644,112.5251903,166.7725904,142.0269411,112.7283858,1146,0.768518519,23723.5,-151165.25,-3778.625,28756,-144801,-1883,18398.5,-160200.75,-5742.375,0.213023416,0.017799128,-0.08381432,,16,6.19,0.21,0,0,0,0,0,14,6
1029881,139.3880232,121.6004581,101.5135856,120.8340223,123.9318222,124.6290366,125.0542373,1304.15438,101.5135856,121.6004581,139.3880232,139.8521637,123.0395054,101.9368986,1038,1.118367347,-16232,-19753.25,-25209.875,-14015.5,-17064.5,-23316,-11320,-13213.75,-21150.625,0.422461126,0.436279271,0.506090481,,47,6.43,0.463010204,0,0,0,1,3,21,31
1030736,104.3140246,91.91823067,83.12987998,93.12071174,93.91905754,94.62270107,94.63015739,604.0194523,83.12987998,91.91823067,104.3140246,96.04931847,82.16168342,72.37162717,1072,1,-1171,734.5,-6332.25,-1182,976,-5973.5,-787,1624.5,-5740.25,-0.966673742,-1.056503161,-0.993136896,,10,5.1,0.89,0,0,0,4,1,5,0
1031781,95.9619833,96.48847947,88.78632568,93.74559615,95.82045088,95.45301158,97.33414043,42.4450246,88.78632568,96.48847947,95.9619833,71.37501044,66.80874739,75.02724426,1079,0.798333333,20118,21740,22758,15172,16924,18024,13372.5,15821.25,16988.625,0.208099803,0.280173359,0.242987919,,12,5,1.666666667,0,0,2,3,1,5,1
1032145,54.64681287,73.02045948,76.79081454,68.15269563,69.38644185,67.95655962,70.111744,464.4813485,76.79081454,73.02045948,54.64681287,155.3375188,161.348985,152.3608271,999,0.665,-31347.5,4461.25,13073.125,-34095,3637.5,10518.75,-22942.5,1071.75,5771.375,0.129660603,0.156482005,0.228402002,,32,6.12,0.583333333,0,0,0,1,5,17,13
1032546,100.6158824,61.7534232,40.99583333,67.78837963,68.51688403,71.00693324,73.51102317,1245.373172,40.99583333,61.7534232,100.6158824,73.44481618,48.96045956,38.51630515,1412,1.307189542,-22866,-27841,-35028.25,-2326,-4863,-15897.75,1844,-2249,-10884.875,-0.002408712,-0.050487536,-0.713672736,,12,5.08,0.576388889,0,0,0,3,5,4,0
1032547,39.8045,38.11633704,35.7098963,37.87691111,38.30149546,38.34676352,38.49311145,81.05140974,35.7098963,38.11633704,39.8045,40.8371,40.4375,39.491,1050,0.75,2270.5,1051.5,1463.5,2556.5,1202.25,1757.125,1808,1113,2053,1.411690679,1.560291327,1.205458063,,13,4.85,0.899408284,0,0,1,4,4,4,0
1034956,101.6891863,88.90998283,83.05535627,91.21817513,91.20413745,92.06353724,91.9074174,7685.294796,83.05535627,88.90998283,101.6891863,89.43963852,73.96012693,67.59616446,734,1.430463576,2935,-46154.75,24563.125,4022,-46499.5,25198.75,4931,-45861.5,25713.75,0.296094721,0.417166036,0.523394074,,57,5.12,0.669128963,0,0,1,11,27,16,2
1036735,37.99048184,37.99048184,37.99048184,37.99048184,37.99048184,37.99048184,37.99048184,10.12191406,37.99048184,37.99048184,37.99048184,101.0219671,101.0219671,101.0219671,1140,0.751152074,-87,844.5,750.75,-87,844.5,750.75,-87,844.5,750.75,8.308097973,8.308097973,8.308097973,,11,5.82,0.876033058,0,0,0,2,0,7,2
1042104,107.0179935,97.23777579,70.39558985,91.55045303,97.37904424,97.10205167,98.96972174,10007.87926,70.39558985,97.23777579,107.0179935,65.33062846,54.28075293,37.22372247,1127,1.163147793,76264.5,208221.25,-75401.375,71869,217345.5,-81396.25,68225,214424.5,-82343.25,0.123947286,0.134024154,0.170019197,,14,6.07,0.462222222,0,0,0,1,0,11,3
1042467,242.4060453,231.0534018,223.4138786,232.2911086,232.9154002,233.5769366,237.3620687,927.4020412,223.4138786,231.0534018,242.4060453,216.8562577,230.915693,241.3915737,916,0.70260223,236.5,3167,-1809.75,-108,2661.75,-2683.875,216,2426,-2650.5,-0.881530482,0.227477424,6.424916574,,15,5.6,0.632653061,0,0,0,1,4,7,2
1045234,155.5147595,155.5147595,155.5147595,155.5147595,155.5147595,155.5147595,155.5147595,5106.623447,155.5147595,155.5147595,155.5147595,147.5577058,147.5577058,147.5577058,951,0.653913043,-43470,-39619,-12211,-43470,-39619,-12211,-43470,-39619,-12211,-0.324253612,-0.324253612,-0.324253612,,16,5.5,0.625,0,0,0,1,8,5,2
1049550,118.4890017,106.5205917,93.96159869,106.3237307,108.1583164,108.6674211,109.1923177,6054.944612,93.96159869,106.5205917,118.4890017,92.85819769,80.42307978,70.96380516,1139,1.128971963,-25838,-13236,-40261.125,-35216,-4845,-28708,-15029.5,1982.25,-29696.125,3.364537017,1.297969042,1.122750466,,45,6.16,0.55785124,0,0,0,1,6,21,16
1053125,159.2311737,159.2311737,159.2311737,159.2311737,159.2311737,159.2311737,159.2311737,6302.196161,159.2311737,159.2311737,159.2311737,95.64349127,95.64349127,95.64349127,1087,0.649468892,-825.5,23940.25,-5087.625,-825.5,23940.25,-5087.625,-825.5,23940.25,-5087.625,0.780671266,0.780671266,0.780671266,,28,4.96,0.605867347,0,0,1,6,14,7,0
1055085,168.8600814,168.8600814,168.8600814,168.8600814,168.8600814,168.8600814,168.8600814,1137.167845,168.8600814,168.8600814,168.8600814,130.433775,130.433775,130.433775,1180,0.732745962,-20797,-25777.5,2440.5,-20797,-25777.5,2440.5,-20797,-25777.5,2440.5,-0.090856031,-0.090856031,-0.090856031,,11,4.73,0.925619835,0,0,1,4,3,3,0
1056337,142.3320933,142.3320933,142.3320933,142.3320933,142.3320933,142.3320933,142.3320933,879.175606,142.3320933,142.3320933,142.3320933,161.8371041,161.8371041,161.8371041,1096,0.653092006,8523.5,-12402.75,37111.625,8523.5,-12402.75,37111.625,8523.5,-12402.75,37111.625,0.221607315,0.221607315,0.221607315,,17,5.65,0.816608997,0,0,1,1,2,12,1
1058346,55.78666957,55.78666957,55.78666957,55.78666957,55.78666957,55.78666957,55.78666957,225.2564616,55.78666957,55.78666957,55.78666957,67.98491379,67.98491379,67.98491379,1016,0.751724138,-6936.5,-2945.25,38807.875,-6936.5,-2945.25,38807.875,-6936.5,-2945.25,38807.875,-0.172784983,-0.172784983,-0.172784983,,17,4.82,0.733564014,0,0,1,5,7,4,0
1058555,98.95144512,98.95144512,98.95144512,98.95144512,98.95144512,98.95144512,98.95144512,668.4320898,98.95144512,98.95144512,98.95144512,44.21208938,44.21208938,44.21208938,1401,1.497326203,-15455.5,-987.75,56076.625,-15455.5,-987.75,56076.625,-15455.5,-987.75,56076.625,-1.837000711,-1.837000711,-1.837000711,,15,5.93,0.462222222,0,0,0,0,4,8,3
1059407,66.03918726,87.65617856,212.4684524,122.0546061,92.07185239,95.42129739,98.82491195,802.6999617,212.4684524,87.65617856,66.03918726,65.39165337,72.24382103,137.0303802,1000,0.782531194,-0.5,-41113.25,-24280.125,1802,-41658,-25031,-3163,-45772.5,-27129.75,0.176325277,0.161865829,-0.047995666,,21,6.29,0.735207101,0,0,0,1,4,8,13
1059873,91.2044751,66.55833347,58.59257338,72.11846065,71.2229753,73.01943317,73.76589901,1118.280998,58.59257338,66.55833347,91.2044751,57.80418011,31.42170203,33.90130801,1011,0.687813022,-163.5,1173.25,630.625,-3593.5,-2235.75,-2606.5,-2915,-2452.5,-1713,-0.753343239,0.304183624,-1.313562168,,10,5,0.8,0,0,1,1,5,3,0
1060788,64.13099327,68.33010852,22.56884767,51.67664982,64.13341358,61.85778932,65.54065924,247.9505517,22.56884767,68.33010852,64.13099327,84.51088323,92.71698113,27.83739916,1407,1.516994633,707,2403.5,792.75,2908,3178,1186,-2748.5,-2142.25,-5408.125,-5.568594241,18.70180866,-5.036681659,,15,5.33,0.888888889,0,0,1,1,6,6,1
1060888,157.0251516,137.2277416,122.024889,138.7592607,140.339025,141.414042,141.8126062,4511.745999,122.024889,137.2277416,157.0251516,117.7396188,96.69598377,79.95021699,1272,1.092105263,-11531,4117.5,-14784.75,-9597,4988.5,-12476.75,-13362,1328,-16693.5,0.054737662,0.223384432,8.357583231,,31,5.97,0.4375,0,0,0,1,4,21,6
1063443,164.5189099,155.9508131,193.2103342,171.2266857,160.4625279,162.7602594,160.9839977,333.4007897,193.2103342,155.9508131,164.5189099,149.6914667,140.6607659,188.4174956,919,0.509031199,-2398.5,16118,253,-2481,16219.75,-417.625,-3507.5,11961.5,-413.75,-0.487712579,-1.172044754,-0.558789529,,21,5.52,0.344671202,0,0,0,1,8,12,0
1063819,62.90961544,158.7827773,44.6210723,88.77115503,130.157668,117.1022676,137.5194658,77.6231966,44.6210723,158.7827773,62.90961544,76.96024392,125.2308772,59.17348083,1767,0.666981132,-6160,-3483,-11762.25,1999,1666.5,-1117.5,-5132,-3344,-8916,0.434473733,-1.901269728,0.017750073,,19,5.26,0.825484765,0,0,1,2,8,7,1
1065556,136.0858619,136.0858619,136.6062023,136.2593087,136.1234305,136.1451807,136.121407,259.2816256,136.6062023,136.0858619,136.0858619,144.5645928,144.5645928,144.5645928,1173,1.144424132,17995.5,26252.75,47458,17995.5,26252.75,47458,17995.5,26252.75,47458,0.523991566,0.523991566,0.522792083,,12,5.92,0.409722222,0,0,0,0,3,7,2
1071464,111.5866441,111.5866441,111.5866441,111.5866441,111.5866441,111.5866441,111.5866441,1247.154212,111.5866441,111.5866441,111.5866441,117.8803231,117.8803231,117.8803231,778,0.713656388,-7472.5,-5368.25,23999.375,-7472.5,-5368.25,23999.375,-7472.5,-5368.25,23999.375,1.691108509,1.691108509,1.691108509,,22,5.64,0.972222222,0,0,1,2,5,12,4
1082228,171.4519128,187.198377,200.8526199,186.5009699,184.8365151,184.0467679,184.6843141,1550.005048,200.8526199,187.198377,171.4519128,129.0505796,154.9539642,178.0108475,1023,0.707846411,72136.5,-34961.75,7902.625,69956.5,-38705.75,8994.625,67443.5,-41521.25,12075.375,1.067299363,1.21567721,1.869260952,,10,4.9,0.49,0,0,0,3,5,2,0
1082318,108.3461422,91.12758881,82.408057,93.96059601,94.15870307,95.28190966,95.65431741,5740.238479,82.408057,91.12758881,108.3461422,114.2088417,98.55112286,80.199432,1113,1.294845361,17714,81236,9940.125,12627.5,61490.75,4196.75,11920,52285,7695.375,-2.840389294,-1.285181466,-4.192175147,,17,6.18,0.25,0,0,0,0,1,13,4
1083232,176.0312963,168.3599846,155.9352083,166.7754964,169.0938366,169.2372823,169.4793347,2218.246766,155.9352083,168.3599846,176.0312963,176.1675,168.53875,157.576875,720,1,1324,1673,1599,1067,1968.5,2185.25,808.5,1814.25,1850.125,-0.085837394,-0.066303463,-0.052186925,,21,5.48,0.535147392,0,0,0,2,8,10,1
1085462,37.93923533,32.5345038,36.229245,35.56766138,33.95031004,34.57171902,34.42608892,764.5461099,36.229245,32.5345038,37.93923533,50.14708075,39.32889441,40.76198758,870,0.657142857,7054.5,7088.75,12595.875,6621,5714.5,11868.25,5345.5,4235.75,10433.875,0.307592712,0.240003206,0.218453549,,19,5.26,0.720221607,0,0,1,2,7,9,0
1087294,198.3229994,196.623328,195.1207787,196.6890354,196.8761941,196.9602391,197.1255371,1976.945058,195.1207787,196.623328,198.3229994,229.3763111,229.6173393,226.2397321,1006,0.679465776,-67950,-10045,32760,-68575,-14195.5,37343.75,-67495,-11265.5,34424.75,1.851740827,1.569726047,1.570484616,,10,5.6,0.64,0,0,0,1,3,5,1
1087298,171.6681494,201.1450474,222.1519479,198.3217149,196.3949571,194.7262416,196.8099613,509.1137566,222.1519479,201.1450474,171.6681494,186.030295,212.6611286,223.8165468,806,0.350083752,-15723.5,-19381.25,-19270.125,-4048,-8949.5,-7154.75,5602,2453,5240,0.436611837,0.667712126,-0.868609865,,12,5.58,0.409722222,0,0,0,0,6,5,1
108827,115.7965669,124.7135187,143.3434201,127.9511686,124.1628536,124.1711589,124.5041405,2334.665712,143.3434201,124.7135187,115.7965669,164.44942,164.8915893,172.7123296,1071,0.6734375,-91604,-59030,-28956.5,-91060.5,-56902.25,-29024.125,-93434,-59992,-35385.5,-0.75446826,-0.655000227,-0.49152235,,61,5.87,0.487252862,0,0,0,4,7,43,8
108828,64.82311435,45.96993253,20.37935014,43.72413234,48.13047893,48.6897075,50.65905617,7062.731811,20.37935014,45.96993253,64.82311435,70.54782315,46.10320313,18.98194602,1080,0.6875,-3974.5,11846.75,-3677.625,-496.5,18017.75,-3730.125,6959.5,13452.75,-9531.125,-0.414772655,-0.374132358,-0.254435853,,46,5.46,0.884297521,0,0,0,9,7,23,5
1094630,128.3844137,128.3844137,128.3844137,128.3844137,128.3844137,128.3844137,128.3844137,394.8338081,128.3844137,128.3844137,128.3844137,206.0432281,206.0432281,206.0432281,1095,0.669207317,-14208.5,-25259.25,-12404.125,-14208.5,-25259.25,-12404.125,-14208.5,-25259.25,-12404.125,-0.597467791,-0.597467791,-0.597467791,,14,4.79,0.882653061,0,0,1,5,4,4,0
1095391,112.3771045,88.187045,99.61672012,100.0602899,94.15507419,96.72285575,96.42313711,3074.009609,99.61672012,88.187045,112.3771045,163.377903,101.5113925,115.544898,785,0.72907489,-36684.5,-37883.25,-4736.625,-38588,-40984,-4303.5,-40966.5,-40042.25,-2460.125,0.101061402,0.071454872,-0.017115671,,10,5.7,0.41,0,0,0,0,4,5,1
1096209,108.1644939,108.1644939,108.1644939,108.1644939,108.1644939,108.1644939,108.1644939,970.0453379,108.1644939,108.1644939,108.1644939,79.44770512,79.44770512,79.44770512,1199,1.228624535,-17088.5,-36782.75,3448.625,-17088.5,-36782.75,3448.625,-17088.5,-36782.75,3448.625,0.095125507,0.095125507,0.095125507,,21,4.95,0.712018141,0,0,2,2,12,5,0
1096845,166.0275595,117.1141546,102.226524,128.4560794,126.4382575,130.0420728,129.8893202,1068.148375,102.226524,117.1141546,166.0275595,226.4980491,165.4619048,135.7054303,918,0.666061706,-2645.5,7282.25,3573.625,-6255.5,2479.25,2215.625,-5897,3115.5,361.75,2.318403799,3.797937054,-5.341208092,,66,6.33,0.37654321,0,0,0,0,5,34,33
1097320,200.487986,192.1593441,200.4260341,197.6911214,194.5268683,195.5920107,194.8795633,1463.930304,200.4260341,192.1593441,200.487986,200.410355,188.9654386,199.152619,846,0.481611208,-5543.5,16882.25,-13417.375,-5523,16688.5,-12045.75,-6257.5,15123.25,-14772.875,-0.15215703,-0.164171478,-0.046299939,,12,5,1.166666667,0,0,1,3,4,3,1
1098863,139.461563,152.2955846,147.1557587,146.3043021,149.1959762,147.872272,150.4521369,2101.717824,147.1557587,152.2955846,139.461563,135.1687313,128.4965672,99.22063433,1002,0.67,9065.5,11522.5,9110.5,9254.5,13370.5,8048,4551.5,5494.25,7367.125,0.589424512,0.619127659,-0.101908846,,12,4.92,0.409722222,0,0,0,3,7,2,0
1099055,75.45415604,104.7266139,160.4380874,113.5396191,102.5256578,102.325257,103.7851536,204.7539029,160.4380874,104.7266139,75.45415604,96.41848473,130.5207613,198.6815641,816,0.475587703,10901,8509,10411,15367.5,13803.75,16579.375,23708,23353,24474,0.472297529,0.373206306,0.254405731,,11,5.27,0.380165289,0,0,0,1,6,4,0
1102929,68.73546723,91.16005241,45.41672382,68.43741449,83.08991728,79.24036198,87.56653513,212.9401991,45.41672382,91.16005241,68.73546723,107.0357702,104.7070261,58.7985782,885,0.911447084,3379.5,5082.25,4522.125,4935,5588.75,5368.875,5494.5,6915.75,5467.375,0.872188183,0.264312661,0.112640264,,23,5.17,0.665406427,0,0,1,2,13,6,1
1105808,186.795771,134.6850518,108.0436971,143.17484,143.8402849,147.2290424,152.1934558,804.1825615,108.0436971,134.6850518,186.795771,182.2802273,93.84763864,45.64560063,1242,0.642857143,-9951.5,-28348.75,-3280.375,-9053.5,-28043.75,-7278.875,-10365.5,-23984.75,-13069.875,-0.123093292,-0.086164973,0.025398717,,10,4.6,0.5,0,0,0,2,4,2,0
1107162,41.92674978,34.72885295,26.88679625,34.51413299,35.69292932,35.98702963,36.64556382,1174.02963,26.88679625,34.72885295,41.92674978,153.2303211,132.4273957,103.4825966,997,0.664440735,-3615,-7790.25,-1349.125,-4920,-9693.25,-3533.625,-4981.5,-7290.25,-3178.625,-8.915752485,-3.871216362,-11.39035017,,14,4.93,0.923469388,0,0,2,1,7,4,0
1107462,154.0772178,159.178842,177.7144011,163.6568203,159.4325041,159.7665101,159.464435,473.1772982,177.7144011,159.178842,154.0772178,145.9853657,143.2780749,152.889491,1009,0.798573975,13923,-61538,-13755,13176.5,-62335.25,-14140.625,10374,-62808.5,-17966.25,1.322637895,1.352537051,1.851303694,,91,6.42,0.349437734,0,0,0,0,5,44,49
1109712,121.3988374,128.2032325,136.1575045,128.5865248,127.3309166,127.0755054,127.5576579,1268.084547,136.1575045,128.2032325,121.3988374,188.9430847,202.3956653,218.543629,1358,1.433691756,-11082.5,-89788.25,46702.875,-13755.5,-91987.75,43851.125,-18155,-95708.5,38469.75,1.058065164,1.239856334,1.466332763,,14,5.29,0.346938776,0,0,0,1,8,5,0
1110195,154.1583744,68.24951173,36.35328031,86.25372216,84.21082803,90.3000913,100.3350372,415.3533798,36.35328031,68.24951173,154.1583744,155.0987617,61.1359106,42.0397463,796,0.608080808,-7887.5,-6856.75,-2590.875,-9912.5,-12148.25,-1268.125,-7193.5,-9715.75,2221.125,0.265966336,0.10797847,-0.750584932,,10,4.9,0.49,0,0,0,3,5,2,0
1111551,45.12203443,3.101645418,4.5349842,17.58622135,12.13866718,15.82914235,22.96230139,33.93279176,4.5349842,3.101645418,45.12203443,114.6320399,5.777574371,9.158022229,1948,0.693913043,122.5,-2541.75,6256.625,42,414.25,741.625,178.5,950.25,182.625,-4.208498436,2.743531202,-1.754215717,,13,4.92,0.666666667,0,0,0,3,7,1,1
1112155,124.4786217,137.2032792,86.82527086,116.1690573,130.8607248,127.6555137,131.6208992,8188.067409,86.82527086,137.2032792,124.4786217,106.3685736,106.1629535,74.94737838,926,0.791102515,6748.5,22035.75,-51909.625,5373,26272,-60452,6301.5,-13435.75,-32847.375,0.048786152,0.027589657,0.077329096,,18,6.39,0.346020761,0,0,0,0,1,9,7
